time,gaze,,touch,,l_palm,,,l_thumb,,,l_index,,,l_middle,,,l_ring,,,l_pinky,,,r_palm,,,r_thumb,,,r_index,,,r_middle,,,r_ring,,,r_pinky,,,
22.63269,(NaN, NaN),(0.0, 0.0),(-0.15309, -0.01685, 0.35557),(-0.11990, -0.04301, 0.39547),(-0.10894, 0.00081, 0.43635),(-0.14146, -0.06220, 0.39002),(-0.15826, -0.05932, 0.38137),(-0.17092, -0.04923, 0.37787),,,,,,,,,,,,,,,,,,,
22.66368,(NaN, NaN),(0.0, 0.0),(-0.15295, -0.01615, 0.35669),(-0.11876, -0.04132, 0.39637),(-0.10960, 0.00206, 0.43782),(-0.14177, -0.06115, 0.39086),(-0.15853, -0.05813, 0.38193),(-0.17115, -0.04801, 0.37834),,,,,,,,,,,,,,,,,,,
22.69723,(NaN, NaN),(0.0, 0.0),(-0.15285, -0.01587, 0.35822),(-0.11784, -0.04048, 0.39763),(-0.10983, 0.00240, 0.43946),(-0.14074, -0.06060, 0.39351),(-0.15769, -0.05776, 0.38454),(-0.17052, -0.04783, 0.38048),,,,,,,,,,,,,,,,,,,
22.73053,(NaN, NaN),(0.0, 0.0),(-0.15259, -0.01583, 0.35952),(-0.11626, -0.04003, 0.39824),(-0.10951, 0.00198, 0.44072),(-0.13988, -0.06079, 0.39574),(-0.15696, -0.05771, 0.38701),(-0.16993, -0.04788, 0.38262),,,,,,,,,,,,,,,,,,,
22.76435,(NaN, NaN),(0.0, 0.0),(-0.15243, -0.01571, 0.36055),(-0.11567, -0.04018, 0.39893),(-0.10896, 0.00166, 0.44161),(-0.13958, -0.06075, 0.39776),(-0.15681, -0.05758, 0.38906),(-0.16980, -0.04768, 0.38436),,,,,,,,,,,,,,,,,,,
22.79704,(NaN, NaN),(0.0, 0.0),(-0.15209, -0.01570, 0.36114),(-0.11532, -0.04054, 0.39899),(-0.10798, 0.00040, 0.44199),(-0.13937, -0.06131, 0.39889),(-0.15692, -0.05785, 0.38913),(-0.16983, -0.04760, 0.38447),,,,,,,,,,,,,,,,,,,
22.81419,(NaN, NaN),(0.0, 0.0),(-0.15191, -0.01574, 0.36128),(-0.11516, -0.04065, 0.39909),(-0.10777, 0.00014, 0.44214),(-0.13921, -0.06143, 0.39919),(-0.15681, -0.05794, 0.38924),(-0.16971, -0.04764, 0.38456),,,,,,,,,,,,,,,,,,,
22.84689,(NaN, NaN),(0.0, 0.0),(-0.15141, -0.01593, 0.36208),(-0.11514, -0.04148, 0.39990),(-0.10738, -0.00122, 0.44315),(-0.13911, -0.06201, 0.40070),(-0.15693, -0.05831, 0.38967),(-0.16970, -0.04774, 0.38491),,,,,,,,,,,,,,,,,,,
22.88099,(NaN, NaN),(0.0, 0.0),(-0.15098, -0.01602, 0.36254),(-0.11504, -0.04191, 0.40035),(-0.10690, -0.00163, 0.44366),(-0.13904, -0.06227, 0.40156),(-0.15699, -0.05841, 0.38983),(-0.16966, -0.04767, 0.38511),,,,,,,,,,,,,,,,,,,
22.91412,(NaN, NaN),(0.0, 0.0),(-0.15053, -0.01622, 0.36289),(-0.11510, -0.04210, 0.40087),(-0.10672, -0.00156, 0.44417),(-0.13873, -0.06244, 0.40220),(-0.15679, -0.05856, 0.38978),(-0.16941, -0.04778, 0.38509),,,,,,,,,,,,,,,,,,,
22.94712,(NaN, NaN),(0.0, 0.0),(-0.15053, -0.01681, 0.36294),(-0.11576, -0.04294, 0.40104),(-0.10756, -0.00253, 0.44469),(-0.13846, -0.06294, 0.40262),(-0.15671, -0.05931, 0.38935),(-0.16936, -0.04865, 0.38466),,,,,,,,,,,,,,,,,,,
22.98038,(NaN, NaN),(0.0, 0.0),(-0.15050, -0.01804, 0.36281),(-0.11627, -0.04428, 0.40125),(-0.10889, -0.00412, 0.44527),(-0.13806, -0.06379, 0.40346),(-0.15641, -0.06073, 0.38951),(-0.16916, -0.05026, 0.38445),,,,,,,,,,,,,,,,,,,
23.01249,(NaN, NaN),(0.0, 0.0),(-0.15087, -0.01898, 0.36311),(-0.11709, -0.04565, 0.40154),(-0.11021, -0.00562, 0.44610),(-0.13789, -0.06456, 0.40465),(-0.15644, -0.06201, 0.38986),(-0.16931, -0.05166, 0.38453),,,,,,,,,,,,,,,,,,,
23.02861,(NaN, NaN),(150.0, 1007.0),(-0.15097, -0.01947, 0.36318),(-0.11718, -0.04614, 0.40162),(-0.11032, -0.00612, 0.44619),(-0.13798, -0.06505, 0.40474),(-0.15653, -0.06250, 0.38993),(-0.16940, -0.05215, 0.38460),,,,,,,,,,,,,,,,,,,
23.0651,(NaN, NaN),(150.0, 1007.0),(-0.15135, -0.01836, 0.36330),(-0.11693, -0.04452, 0.40122),(-0.10848, -0.00361, 0.44490),(-0.13645, -0.06295, 0.40629),(-0.15581, -0.06106, 0.39093),(-0.16888, -0.05093, 0.38585),,,,,,,,,,,,,,,,,,,
