time,gaze,,touch,,l_palm,,,l_thumb,,,l_index,,,l_middle,,,l_ring,,,l_pinky,,,r_palm,,,r_thumb,,,r_index,,,r_middle,,,r_ring,,,r_pinky,,,
2.726394,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.742962,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.759524,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.776091,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.792654,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.809221,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.825791,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.842731,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.859304,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.875866,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.892435,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.910481,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.927933,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.943615,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.960183,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.976753,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.993322,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.009888,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.026695,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.043263,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,
